author_name,post_id,image_ID,comments_count,likes_count,caption,date,year,month,day
kayaancontractor,kayaancontractor_100226_2877736727622928255_212_12,2022-07-08_09-36-12_UTC.jpg,12,212,"Hello, we are-not-Fleetwood Mac. 
Here’s a gentle reminder that “thunder only happens when it’s raining”. ✨
.
Found this gem of Ajju and me in #AlbumCoverPose 😂 I love you, Appi! 🤲🏻 @prayag.menon 
.
#fleetwoodmac #dreams #throwback #loveofmylife #family #kayaancontractor #shapeshifterin
",2022-07-0,2022,07,0
halfbakedharvest,halfbakedharvest_5247243_3041766517465886650_66851_789,2023-02-19_17-14-07_UTC_1.jpg,789,66851,"New York, New York. Feeling pretty lucky to have gotten to spend the last week doing more of what I love, mixing fashion, travel, and food and sharing it ALL with the HBH fam! It’s been a pretty awesome week with some exciting things coming! ❤️ what excites you the most? @caitlinharveyy
",2023-02-1,2023,02,1
yuvisofficial,yuvisofficial_16983052_3044347989665359616_1738683_2832,2023-02-23_06-43-02_UTC.jpg,2832,1738683,"Wheels 🛞 and feels 🏍️ 

#ThrowbackThursday
",2023-02-2,2023,02,2
shereenlovebug,shereenlovebug_333413_2986685159445142986_369_4,2022-12-05_17-17-17_UTC.jpg,4,369,"Dearest Shereen @shereenlovebug 
From a thought exchanged over a DM  on Aug 27th to “Its a film wrap”on Dec 3rd 2:20 am - What a journey. Your dedication and hard-work are awe inspiring. 
We are amazed at your staunch commitment to what we three chose to undertake! As an artist you have come a long way and we are proud of the journey you have charted in these last months, with sincerity and graceful nervousness. It has been a pleasure to have directed you and watched you own those frames. You were present at all times. 
Together, We cannot  wait to complete this creation. We love you for just who you are. ✨

Don’t Worry Be Happy 

#ᴅᴡʙʜ #film #shereenlovebug #dontworrybehappy
",2022-12-0,2022,12,0
yuvisofficial,yuvisofficial_16983052_2983406225246847103_191147_365,2022-12-01_04-42-38_UTC.jpg,365,191147,"Hamare bhai sahab ko janamdin ki bahut bahut mubarak 🎂 kitne khush lag rahe ho meri godi mein let ke 🤪 wishing you a superb year ahead brother! Lots of love 🤗 @mohammadkaif87
",2022-12-0,2022,12,0
thethrottlehouse,thethrottlehouse_141577_3039782204004599463_7868_143,2023-02-16_23-31-38_UTC_1.jpg,143,7868,"Mk8 haters beware, I lived with the new GTI for a week and I loved it. Review:

Short of the Audi S8, of all the press cars I’ve had since arriving in LA (Mirai, Highlander, Sequoia, RX, Cayman GTS, Urus P) it was the car I most loathed to give back. The GTI fits my life like a glove.

‘Hot hatch’ is generous. Compared to FWD things like the Elantra N or Civic Type R, it's very much a warm hatch. It's got speed, sure, but it's very German everywhere else. Comfortable, refined, solid. Hair raising, it is not.

The key tag said Autobahn, but I accidentally had the base model. Which means this little 241hp manual pocket rocket squeezes in at a price of US$30,530.

Among other things, this robbed me of the upgraded Harman Kardon, the adaptive dampers, sunroof, bigger screen, fancy 19” wheels and leather seats. I can skip the last four (I love the plaid), but the only two I felt like I was missing were the sound system and the dampers. The ride was a little busy even on LA roads.

Seats are excellent, the driving position is ergonomic perfection and buttons aside (I’m coming to that), what a great steering wheel to grip. Lovely texture and diameter.

Practicality is astounding. I managed to fit our entire TH team’s production gear and everything my wife and I brought with us to LA in it. No small feat.

It’s delightfully zippy and well sized. Parallel park it in the city, easy. Rip through a canyon, easy. Slice through traffic, piece o’ cake. And all with four full-grown adults.

Aggressive shifting with the manual is not rewarded and is my only driving-related issue, especially the 1-2 shift but such is the price for FWD. The R fixes that and would probably be my pick.

What the R doesn’t fix is the interior. Mine had a volume knob (base model) but even still the steering wheel buttons are, at best, not at all satisfying. And two clicks to get to the heated seats after pressing the heated seat icon is dumb. But wireless carplay worked flawlessly.

I think the MK8 looks absolutely class. It takes the already handsome MK7 and streamlines it as if hit by a scirocco wind (see what I did there). I would own one in a heartbeat, interior gripes and all.

@jamesengelsman
",2023-02-1,2023,02,1
kunalgir,kunalgir_13965_1720115435432444640_860_4,2018-02-22_04-29-20_UTC.jpg,4,860,"How quickly she got ready for this shoot is unbelievable. The one critical component of such success in fitness is the ability to suffer. “How much can you take and keep moving forward “ - Rocky Balboa
#Repost @rakulpreet with @get_repost
・・・
Behind the scenes for @maxim.india cover !! https://t.co/YzPAUReDEc check it out 😀
",2018-02-2,2018,02,2
yuzi_chahal23,yuzi_chahal23_8463802_3016346212425932387_574146_826,2023-01-15_15-28-30_UTC_1.jpg,826,574146,"That's a series wrap 👏🏻

Stellar effort from the team 🇮🇳

Over to Hyderabad next against New Zealand 🙂

#TeamIndia🇮🇳
",2023-01-1,2023,01,1
yogeshfitness,yogeshfitness_123524_2948725376207911766_171_37,2022-10-14_08-17-58_UTC.jpg,37,171,"𝐌𝐲 𝐏𝐫𝐨𝐭𝐞𝐢𝐧 𝐢𝐬 𝐖𝐞𝐥𝐥 𝐁𝐀𝐋𝐀𝐍𝐂𝐄𝐃 & 𝐲𝐨𝐮𝐫𝐬 😉
#ad 
#teamon_in #proven #optimumnutrition #india #protein #ad #fitnesstips #fit #gym #eathealthy #staystrong #musclefood #bodybuilding #fitnessjourney #fitness #coach #transforminglives #bollywood #celebrityfitnesstrainer #yogeshfitness 💪
",2022-10-1,2022,10,1
virat.kohli,virat.kohli_243184375_3064898130004072276_10174432_50702,2023-03-23_15-12-30_UTC_1.jpg,50702,10174432,"❤️

.
.

#ISH2023 @indiansportshonours
",2023-03-2,2023,03,2
shreyajain26,shreyajain26_451117_2753332487630352283_2384_15,2022-01-17_18-07-11_UTC.jpg,15,2384,"Everything you need in kit 
Skincare 🧖🏻‍♀️
Makeup 💄 
Organiser 📔 
And a cute little bag 👛
Get this for ₹1785 only at @thefaceshopindia_official and @mynykaa today 💕
#shreyajain #skincare #thefaceshop #collab
",2022-01-1,2022,01,1
yuzi_chahal23,yuzi_chahal23_8463802_3043668326635840467_672742_844,2023-02-22_08-12-40_UTC_1.jpg,844,672742,"🏃‍♂️ ☀️
",2023-02-2,2023,02,2
deepikamehtayoga,deepikamehtayoga_250154_2811812162551880572_2414_66,2022-04-08_10-35-51_UTC_1.jpg,66,2414,"Being a woman with my ebbs and flow, vulnerability and strength ,
Power and Grace ,
Joys and challenges ..
When I tune into the rhythms of my inner Shakti I allow myself to tune into this multidimensional superpower that is being a Woman .❤️💜🌹
.
Working on something exciting!!!! Stay tuned .❤️
",2022-04-0,2022,04,0
deepikamehtayoga,deepikamehtayoga_250154_2853023455526664408_2032_62,2022-06-04_07-15-20_UTC_1.jpg,62,2032,"Sometimes when you're in a dark place you think you've been buried, but you've actually been planted.🔥💫✨🌹
#Christine Caine
.
.
Which image do you prefer 1 or 2?🖤
📸 @radeshphotography
.
Crazy adventures of climbing rocks and getting bruised to get these pictures , look out for a behind the scenes soon !❤️😅
",2022-06-0,2022,06,0
kunalgir,kunalgir_13965_2349476174631280181_227_7,2020-07-09_12-56-47_UTC.jpg,7,227,"Thoughts Become Things !
",2020-07-0,2020,07,0
minimalistbaker,minimalistbaker_2144759_3045266619945786625_1101_21,2023-02-24_13-08-12_UTC_1.jpg,21,1101,"Nourishing, satisfying, and EASY Fire-Roasted Tomato + Mung Bean Soup 🔥🍅🫘🥣! This fan-favorite, 10-ingredient vegetable soup features fire-roasted tomatoes 🍅, tons of vegetables 🥦🫑🥬, and detoxifying mung beans 🫘! Perfect for chilly nights, or when you’re feeling under the weather and need a pick-me-up! ⁠
⁠
Link in bio → @minimalistbaker for the recipe!⁠
⁠
#fireroasted #tomato #mungbean #soup #minimalistbaker #vegan #glutenfree
",2023-02-2,2023,02,2
simonsinek,simonsinek_2361993_3061270580695652788_23036_144,2023-03-18_15-05-15_UTC_1.jpg,144,23036,"Swipe for more optimism. 💡
",2023-03-1,2023,03,1
eventplannerlife,eventplannerlife_181_451563377152439931_8_0,2013-05-08_22-02-51_UTC.jpg,0,8,"SO ready to go #home! #eventplanner #travel #selfie
",2013-05-0,2013,05,0
vehiclevirgins,vehiclevirgins_490382_2852636216069552870_5501_39,2022-06-03_18-25-58_UTC_1.jpg,39,5501,"Meet the $2.7 Million Mercedes AMG One. 1049hp, 4 electric motors and the F1 engine from Lewis Hamilton’s actual racecar. Everything you need to know is in todays video now live on the channel! Link in bio @vehiclevirgins 
#mercedes #amg #one
",2022-06-0,2022,06,0
tahirakashyap,tahirakashyap_466710_3051770215846449115_1925_10,2023-03-05_12-29-41_UTC.jpg,10,1925,"Be more courageous, be more brave...just like our coverstar, Tahira Kashyap Khurrana (@tahirakashyap). The author, writer, and filmmaker is #MoreThanPretty—living her truth, with a desire to tell powerful female-led stories on-screen. “When a story is seen through a woman’s lens, women aren’t treated as decorative props. In their storyline, female characters have agency over their decisions. I believe we bring so much to the fore through the female gaze, and it is extremely essential to have one,” Tahira shares. 

So why not celebrate us, this Women's Day? Be #MoreThanPretty with @mango @mangostores_india.

Editor: Nandini Bhalla (@nandinibhalla)
Photographer: Neha Chandrakant (@nehachandrakant)
Stylist: Gopalika Virmani (@gopalikavirmani)
Make-Up Artist: Hinal Dattani (@hinaldattani)
Hairstylist: Poonam (@artistpoonamsolanki)
Production: April Studios (april.studios)
Set Stylist: Arpita (@the_artbroken) 
Artist Reputation Management: @kpublicity
",2023-03-0,2023,03,0
brendonburchard,brendonburchard_1158797_3030909944904551167_13549_213,2023-02-04_17-44-02_UTC.jpg,213,13549,"Teaching time. Let me tell you about IOA, which is “immediate opposite action.”

You feel tired and terrrible, so you take an immediate opposite action to the feeling: you do something that will build up energy. 

You do *not* double down on the behavior making you feel like trash. 

That’s IOA.

Another example:

You *feel* mad at, and distant from, your spouse. 

What do you do?

You can:

A. Double down on that feeling and distance yourself, shut down, get more mad, stew on negative feelings, get in fights. ie cause more of the *same*

Or 

B. IOA: immediate opposite action: flip the madness and challenge yourself to increase closeness, get present and kind. Ask questions. Hold space. Open up. Work through to a higher level. Generate what you really want: LOVE.

Funny how so many of life’s great improvements come from sensing negative feelings and then doing something to bring good things in versus double down on the pain. 

You can feel the feeling, acknowledge and understand it, but not be controlled by it and make a BETTER CHOICE. 

That’s free will and conscious behavior that changes your life. 

Share with someone today. Every day is a great day to learn and grow. 

Cheering you on today. 
Your coach,
Brendon. 

#personalgrowth #growthday #motivationwithbrendon #choices
",2023-02-0,2023,02,0
mahi7781,mahi7781_40959576_1313593684326995324_847835_2708,2016-08-10_07-03-11_UTC.jpg,2708,847835,"All set for Jalandhar!
",2016-08-1,2016,08,1
jimkwik,jimkwik_2036288_3066583118437705009_16375_457,2023-03-25_23-00-28_UTC.jpg,457,16375,"Leave a “YES” below if you agree 👇⁠
⁠
Often, we get caught up in the idea of controlling the future, trying to plan and predict every possible outcome.⁠
⁠
But giving our best is not just enough, it is everything.⁠
⁠
We are not defined by the outcomes we achieve, but by the effort we put in and the attitude we maintain.⁠
⁠
Let's make a conscious effort to be present in our daily lives and give our best in everything we do, knowing that this is the key to unlocking our full potential.⁠
⁠
Remember, control the controllable, that matters! 🙌
",2023-03-2,2023,03,2
shwetarohira,shwetarohira_533824_3027030284862030424_13382_169,2023-01-30_09-15-51_UTC_1.jpg,169,13382,"“Party Pathan Ke Ghar pe rakhoge, to Mehman Nawazi ke Liye Pathan to ayega hi, aur patakhe bhi layega” 
.
.
#pathan #bollywoodstyle #pictureoftheday #shwetarohira #filmychokri #filmykudi #filmychick
",2023-01-3,2023,01,3
supercarblondie,supercarblondie_12059261_3001083212814522872_72148_436,2022-12-25_14-03-39_UTC_1.jpg,436,72148,"Merry Christmas everyone!🎄🎁… I hope you’re all spending time with your loved ones. Much love from me, Nik and the Supercar Blondie team 🙏🏼 

#supercarblondie
",2022-12-2,2022,12,2
grantcardone,grantcardone_4290201_3038270338531601770_9264_327,2023-02-14_21-27-50_UTC.jpg,327,9264,"#10X Growth Conference Day 1 with my beautiful Valentine.🔥🌹 

@10xgrowthconference @elenacardone
",2023-02-1,2023,02,1
mahi7781,mahi7781_40959576_1335918323783027195_999476_2169,2016-09-10_02-18-15_UTC.jpg,2169,999476,"Had fun watching the semi finals of the US open, a different experience altogether
",2016-09-1,2016,09,1
primevideouk,primevideouk_320713_3042968584313962939_7740_47,2023-02-21_09-02-24_UTC.jpg,47,7740,"'Sweet! No, savoury! No, sweet!' 

📺 #GoodOmens
🎭 #MichaelSheen #DavidTennant
",2023-02-2,2023,02,2
aashnashroff,aashnashroff_969148_3020709764846182672_27738_130,2023-01-21_15-58-06_UTC_1.jpg,130,27738,"Feed your soul with some end of season sale shopping 🤩

@danielwellington’s offering upto 30% off on select products and an additional 15% off with my code AASHNAXDW head to their website now!!!
",2023-01-2,2023,01,2
shereenlovebug,shereenlovebug_333413_2992975864975409060_550_18,2022-12-14_09-35-48_UTC_1.jpg,18,550,"Thas how we winter layer 🖤 @vipulshahbags

by @pankajmantri 
#vipulshahbags #udaipur #rajasthan #udaipurdiaries #udaipurfashion #rajasthantourism #rajasthandiaries #rajasthanfashion #indianfashion
",2022-12-1,2022,12,1
smittenkitchen,smittenkitchen_1706412_3061195411100065038_9110_65,2023-03-18_12-35-51_UTC.jpg,65,9110,"Tiny doughnut-like muffins dipped in browned butter and rolled in cinnamon-sugar with a cup of coffee are the best idea I've had on Saturday morning (since I all but gave up on sleeping in). // Cinnamon Brown Butter Breakfast Puffs on smittenkitchen.com or linked in profile. In more detail: Go to my profile. Click the link ""smittenkitchen.com/instagram"" Click the photo for the recipe you want and it will take you to it.
",2023-03-1,2023,03,1
disneyplus,disneyplus_5352028_3056376154772849207_21444_99,2023-03-11_21-00-51_UTC_1.jpg,99,21444,"Mood because it’s the 1 year anniversary of #TurningRed! ➡️😄
",2023-03-1,2023,03,1
yogeshfitness,yogeshfitness_123524_2868403413539672326_1428_42,2022-06-25_12-32-34_UTC.jpg,42,1428,"FOCUS 🎯
#fitlife #gymjunkie #fitnessjourney #fitnessinfluencer #motivatingothers #stayfit #stayhealthy #staystrong #live #love #laugh #proven #teamon_in #exercisedaily #ﬁtness #coach #celebrityfitnesstrainer #bollywood #transforminglives #yogeshfitness 💪
",2022-06-2,2022,06,2
smittenkitchen,smittenkitchen_1706412_3068705817892405940_6490_27,2023-03-28_21-17-42_UTC.jpg,27,6490,"These are indulgent (baked potatoes, cheese, sour cream, hooray) but also contain an entire bundle of greens (meaning they're basically a salad, right?), and they make for a perfect for a cozy March dinner. // Twice-Baked Potatoes with Kale on smittenkitchen.com or linked in profile. In more detail: Go to my profile. Click the link ""smittenkitchen.com/instagram"" Click the photo for the recipe you want and it will take you to it.
",2023-03-2,2023,03,2
shreyajain26,shreyajain26_451117_2893151155224818896_4742_40,2022-07-29_16-01-55_UTC_1.jpg,40,4742,"Make it ✨Couture✨
In and for @rohitgandhirahulkhanna (Sourced) @elevate_promotions 
Jewellery: @suhana_art_and_jewels (Sourced)
Heels: @stevemaddenindia (Gifted)
Bag: @fossil @fossil.in 
Makeup & Hair: Meeee!
Photo by: @dheerajgulatidg 
#shreyajain #ootd #ICW #Fashion
",2022-07-2,2022,07,2
bonappetitmag,bonappetitmag_4607066_3069346535174319904_5240_357,2023-03-29_18-30-44_UTC.jpg,357,5240,"🍽️ 🧽 🫧 Staff writer @alifrancis.me has a theory. There are only two types of cooks in this world: Those who clean as they go and those who let it all pile up for later—and each says a lot about who you are. She dropped her hypothesis in Slack and the BA team went * off * in the comments. It's not just us debating the best way to handle your dishes, either. All over the internet people are taking up the kitchen towel and defending their preferences. Tell us whether you're a chaos machine or meticulous cleaner in the comments below, then head to the link in bio to see what that (probably) says about you. 🎨: @caronewt/Getty Images
",2023-03-2,2023,03,2
yogeshfitness,yogeshfitness_123524_2893919767788781010_1251_19,2022-07-30_17-29-01_UTC.jpg,19,1251,"𝐇𝐚𝐩𝐩𝐲 𝐁𝐢𝐫𝐭𝐡𝐚𝐝𝐚𝐲 𝐒𝐈𝐑 @sonu_sood 🥳 
𝐖𝐨𝐫𝐝𝐬 𝐚𝐫𝐞 𝐥𝐞𝐬𝐬 𝐭𝐨 𝐞𝐱𝐩𝐫𝐞𝐬𝐬 𝐦𝐲 𝐆𝐫𝐚𝐭𝐢𝐭𝐮𝐝𝐞 𝐟𝐨𝐫 𝐲𝐨𝐮 
𝐁𝐮𝐭 𝐨𝐧 𝐲𝐨𝐮𝐫 𝐒𝐩𝐞𝐜𝐢𝐚𝐥 𝐝𝐚𝐲 𝐰𝐨𝐮𝐥𝐝 𝐥𝐢𝐤𝐞 𝐭𝐨 𝐬𝐚𝐲 𝐲𝐨𝐮 𝐚𝐫𝐞 𝐬𝐢𝐦𝐩𝐥𝐲 𝐀𝐦𝐚𝐳𝐢𝐧𝐠 𝐬𝐢𝐫 🤗
𝐊𝐞𝐞𝐩 𝐑𝐨𝐜𝐤𝐢𝐧𝐠 𝐚𝐧𝐝 𝐒𝐭𝐚𝐲 𝐇𝐞𝐚𝐥𝐭𝐡𝐲 𝐚𝐥𝐰𝐚𝐲𝐬 
𝐑𝐞𝐠𝐚𝐫𝐝𝐬 ❤️
#birthdaywishes #sonusood #realhero #manofmillionhearts #humblebeast #happybithday #partytime #goodtimes ❤️
",2022-07-3,2022,07,3
shereenlovebug,shereenlovebug_333413_3061908159632012445_660_16,2023-03-19_12-11-58_UTC_1.jpg,16,660,"Swipe across Cus it’s an EPIC album, from an EPIC evening aboard the @hendricksgin yacht 🛥️ thank you x 10000 @maliniagarwal and @kingofclubsin for hosting an unforgettable launch for @hendricksgin Neptunia Gin!
",2023-03-1,2023,03,1
akanksharedhu,akanksharedhu_166654_3023350271808379145_-1_11,2023-01-25_07-24-19_UTC_1.jpg,11,-1,"Being the salad lover 🥗 that I am I was muy excited to lunch at @uncafesalad recently ✨
Love the max natural light coming in, the cute cosy interiors, the location of the restaurant (it's a great spot to sit read, have your coffee and people watch all day) and the FOOD!
Fresh, local ingredients to make the loveliest salad bowls that you can even build on your own from everything available on the menu.
Here's what we had and loved:
~ Build your own bowl: mine had butternut squash, avocado, feta, sun-dried tomatoes, cottage cheese and a bunch of other stuff.
~ Scrambled eggs on an open faced sandwich
~ Hot chocolate (highly recommend for those who consume dairy, it was YUM)
~ Pumpkin soup
Everything was fresh, light, yum and just as it should be 🤌🤌❤️❤️
.
.
#RedhuEats
#akanksharedhu #nomnomnom #foodie #foodstagram #foodphotographer #foodporn #foodgasm #foodguide #indianblogger #Delhiblogger #delhirestaurants #selectcitywalk #saladbowl #uncafesalad
",2023-01-2,2023,01,2
grantcardone,grantcardone_4290201_3037665998278031371_1390_248,2023-02-14_01-27-07_UTC.jpg,248,1390,"Use #10X for Chance 
to win $10,000
.

Post great stuff 
Everyone qualifies 
Tag me @grantcardone 
10X Growth Conference 
Good luck 🍀👍🏾 🚀
",2023-02-1,2023,02,1
sachintendulkar,sachintendulkar_39433992_3067173370265329256_604311_1183,2023-03-26_18-33-00_UTC.jpg,1183,604311,"MumBAI rocks!!!

Mumbaichya women’s team cha motha parakram @wplt20 chya pahilyach season madhe!

Congratulations @mumbaiindians. 👏🏻💙🏏 

#AaliRe #WPLFinal #OneFamily 
#WPL2023 #YehTohBasShuruatHai #ForTheW
",2023-03-2,2023,03,2
yogeshfitness,yogeshfitness_123524_3056003619692074705_270_19,2023-03-11_08-40-42_UTC_1.jpg,19,270,"Next Mission #fateh @sonu_sood sir 💪
",2023-03-1,2023,03,1
disneyplus,disneyplus_5352028_3062721705953701967_26785_302,2023-03-20_15-08-20_UTC_1.jpg,302,26785,"New character posters of Elia Kane (Amnesty Officer G68), Dr. Penn Pershing (Amnesty Scientist L52), and Peli Motto.

#TheMandalorian is now streaming on #DisneyPlus.
",2023-03-2,2023,03,2
hulu,hulu_1780852_3065712398225426484_2822_30,2023-03-24_18-10-18_UTC_1.jpg,30,2822,"See it for yourself.

#BostonStrangler, based on the true story, is now streaming on @Hulu.
",2023-03-2,2023,03,2
shikhatalsania,shikhatalsania_125202_3026218862948469907_602_19,2023-01-29_06-23-42_UTC.jpg,19,602,"परांठे + मक्खन bliss 📷: @abirabrar16
",2023-01-2,2023,01,2
aashnashroff,aashnashroff_969148_3024771186475529463_44978_145,2023-01-27_06-27-25_UTC_1.jpg,145,44978,"Everything I am today is all because of you, happy birthday my beautiful maa ❤️ @kiranshyamshroff
",2023-01-2,2023,01,2
simonsinek,simonsinek_2361993_2996749776931419358_15933_101,2022-12-19_14-33-53_UTC.jpg,101,15933,"Everything I am today is all because of you, happy birthday my beautiful maa ❤️ @kiranshyamshroff
",2022-12-1,2022,12,1
zomato,zomato_809822_3037292121820274958_75937_521,2023-02-13_13-04-17_UTC_1.jpg,521,75937,"love is like this post, bohot mehnat ka kaam
",2023-02-1,2023,02,1
thethrottlehouse,thethrottlehouse_141577_3047684071690820533_6736_125,2023-02-27_21-11-14_UTC_1.jpg,125,6736,"The Mazda CX-30 is pretty much a Ferrari. For two reasons:

1. It is adorned with a gorgeous red paint that makes me feel things. (That photo is unedited)

2. The infotainment is dumb.

I’ll get to that second point but I just lived with this car for 5 days and I’m mixed on it. 

It's very pretty. It also has a delightfully clean-looking interior and the ground clearance required to not be intimidated by LA’s silly dips in the road.

Like the other ‘subcompact crossovers,’ it handles like a hatch that’s just had a big lunch. It’s confident enough but compared to the GTI that I traded it with, it doesn’t feel nearly as tight, nor is the ride quality as good. I’m sure the torsion beam has something to do with that, as well as the heightened CoG.

There’s no denying that for $35K (US), a 250 hp AWD CUV with a 0-60 time of 5.8 seconds just needs to drive…fine, and it does. It’s powerful, though the 2.5 turbo trades fuel economy for speed (25mpg).

The steering is a strong point and it’s tuned lighter on the 30 than on the 50, which I'm very grateful for as it is far better suited to its class. AND in a rare un-Mazda like move, the seats are actually comfy. Driving position is good and its sleek exterior lines didn’t inhibit my visibility as much as I thought it might.

Rear seat space is compromised compared to the CX5/50s and annoyingly the back seats don’t fold flat. 

It’s missing wireless CarPlay and a good LKA. Also, Mazda’s obsession with removing touchscreens has reached its ultimate form. I include a video of me attempting to change the music with the dial only. Apple’s UI is partly to blame but all of that could have been fixed by letting me touch it. In fairness, my Audi was guilty of the same crime so keen marketers can now claim the CX-30 has an “Audi level interior”. Add to that, on multiple occasions since, the screen simply hasn’t responded to my inputs at all. The CX-30s way of telling me to ‘sit and spin.’

The subcompact crossover might be the least sexy class of vehicle of all time. But with soul red crystal clothing, good power and sleek looks, the CX-30 Turbo does what it can to make your trousers move. But it’s not perfect.

@jamesengelsman
",2023-02-2,2023,02,2
anshukayoga,anshukayoga_403394_3050323038578030085_1124_9,2023-03-03_12-34-24_UTC.jpg,9,1124,"Dear Mamas 🤰🤰🤰
Re-connect with your body through your Yoga practice🧘🏻‍♀️ 💖

Thank you @punetimesonline, for highlighting the delicate and crucial postnatal journey of new mothers and how Yoga can be incorporated in their life to re-connect with themselves.

Breathwork, pranayama, inversions and certain asanas are what will help you to deal with pre and postpartum symptoms and bounce back to your old self.

Give this a read, we surely need more awareness when it comes to the post-natal journey of new mothers.

#Yoga #PostnatalYoga #PostnatalFitness #Postnatal #PostnatalExercise #YogaEveryday #AnshukaYogaWellness #YogaMumbai #AnshukaParwani #AnshukaYoga
",2023-03-0,2023,03,0
rheakapoor,rheakapoor_1775885_3066027514907518335_25357_221,2023-03-25_04-36-23_UTC_1.jpg,221,25357,"Is this real life!? 
Day 1. On @kapoor.sunita birthday with my Nani’s blessings! Happy birthday mommy I couldn’t be here without you! i love you!
",2023-03-2,2023,03,2
brendonburchard,brendonburchard_1158797_3044650577385138595_3907_108,2023-02-23_16-44-14_UTC.jpg,108,3907,"Reminder my friend ❤️

#lifeisgood #inspirationalquotes #growthday
",2023-02-2,2023,02,2
brendonburchard,brendonburchard_1158797_3034517587870899678_1929_34,2023-02-09_17-11-47_UTC.jpg,34,1929,"It’s hard to say, but many people don’t know just how much they act from BITTERNESS. 

They may have been justified in feeling upset at one point, no doubt. 

Life is unfair and it hurts and truly awful things happen. 

But sometimes we don’t release that over time and bitterness creeps in. 

Soon, there is a “bite” to our communication and actions. 

Few realize this. 

But when they finally SEE IT and become self-aware…

If they can not shame themselves for it but just recognize it and choose to do the hard work of personal development… it’s a huge huge breakthrough. Because we all want to let go and find peace and joy and trust and vibrancy again. Just takes growth work. 

My podcast is called Motivation with Brendon Burchard but don’t think we don’t take on the tough stuff too. 

Cheering you on today. Your coach,
Brendon.

#motivationalquotes #personalgrowth #motivationwithbrendon #growthday
",2023-02-0,2023,02,0
mandirabedi,mandirabedi_2034192_3006704369938259081_15546_51,2023-01-02_08-11-53_UTC_1.jpg,51,15546,"Just two people who won’t let go a day of training wherever in the 🌎 they’ll be; be it a jungle.💪🏻
",2023-01-0,2023,01,0
iamsteveharveytv,iamsteveharveytv_10645894_2870607143100602787_37836_355,2022-06-28_13-30-59_UTC.jpg,355,37836,"@lofficielarabia  June 2022 Cover

Styled By: @elly30 

Grooming by: @madebycourtney 

Photographed by: @dmstudi0 

Videographer: @diegosilvaace  @wolfeyefilms 

Interview by: @rominaolivia_ 

Producer: @burgerrockmedia @burgerrock
",2022-06-2,2022,06,2
aashnashroff,aashnashroff_969148_3023371498365946453_18476_66,2023-01-25_08-06-30_UTC_1.jpg,66,18476,"@nobudubai brunch day at @atlantistheroyal ☀️

wearing @shivanandnarresh
earrings @shivanandnarresh via @aulerthofficial
bag @chloe
shoes @hermes
",2023-01-2,2023,01,2
halfbakedharvest,halfbakedharvest_5247243_2979020481655678863_92640_1146,2022-11-25_03-28-56_UTC_1.jpg,1146,92640,"Every single year you all amaze with the amount of recipes you make over the holidays. But today is special. The DM’s are full of tags and I am SO EXCITED to spend my night scrolling through ever single one. I LOVE seeing how you recreate recipes. Thank you all for letting me be such a huge part of your families Thanksgiving 🤎 you make my already huge family feel even bigger (: Happy Thanksgiving! Thankful for YOU! OH and tell me what you made ☃️
",2022-11-2,2022,11,2
yogeshfitness,yogeshfitness_123524_3015405762073419189_-1_27,2023-01-14_08-20-00_UTC.jpg,27,-1,"𝐖𝐞𝐞𝐤𝐞𝐧𝐝 𝐕𝐢𝐛𝐞𝐬 ❣️
𝐏𝐞𝐫𝐟𝐞𝐜𝐭𝐢𝐨𝐧 𝐢𝐧 𝐈𝐦𝐩𝐞𝐫𝐟𝐞𝐜𝐭𝐢𝐨𝐧 #picoftheday 😉
#weekendmood #chillvibes #sanddunes 
#southafrica #capetown #throwback 
#funtimes #lifeofadventure #livingit #lovingit 
#ŸÖgeshFitness 🤟
",2023-01-1,2023,01,1
yuvisofficial,yuvisofficial_16983052_3059841861751406004_1920245_3813,2023-03-16_15-46-36_UTC.jpg,3813,1920245,"On to baby steps !!! This champion is going to rise again 🔜 .was good catching up and having a laugh 😅what a guy positive and always funny!! More power to you 🤛 💫 @rishabpant
",2023-03-1,2023,03,1
simonsinek,simonsinek_2361993_3051151873086056643_15981_133,2023-03-04_16-01-11_UTC_1.jpg,133,15981,"Swipe for more optimism. 💡
",2023-03-0,2023,03,0
eventplanneracademy,eventplanneracademy_33_2313936067538775147_48_0,2020-05-21_12-04-56_UTC.jpg,0,48,"Werde Social Media Manager oder Event Planner und profitiere von unserem Rabatt🦄🤑 #eventplanneracademy #eventplanner #socialmediamanager
",2020-05-2,2020,05,2
namratapurohit,namratapurohit_431641_3062489113374527709_1591_24,2023-03-20_07-26-13_UTC_1.jpg,24,1591,"A very special staycation at @presidentmumbai ❤️ had such a great time with Oro!! Really needed this little break.. indulged in great food, pampered myself, watched a movie and spent the entire day with Oro.. perfect day ❤️ 
.
.
#DayOut #Staycation #petlovers #Staycation #Taj #Collaboration
",2023-03-2,2023,03,2
etthehiphoppreacher,etthehiphoppreacher_2196457_3047660277730980293_-1_59,2023-02-27_20-23-58_UTC.jpg,59,-1,"You have a purpose, and you are worthy of fulfilling it. Don't let anyone else's opinion of you determine your worth.
",2023-02-2,2023,02,2
